"Sample","Date","DateNr","dDay1","dDay2","dDay3","Station","Area","31UE_ED50","31UN_ED50","Year","Month","Season","Salinity","Temperature","CHLFa"
"GROO.20031120",20031120,"11/20/2003",5069,5071,323,"GROO","ED",777011.88,5914393.62,2003,11,"autumn","19.77","9.0600000000000005","5.8600000000000003"
"GROO.20031218",20031218,"12/18/2003",5097,5099,351,"GROO","ED",777011.88,5914393.62,2003,12,"winter","11.84","2.5499999999999998","4.0800000000000001"
"GROO.20040116",20040116,"1/16/2004",5126,5128,15,"GROO","ED",777011.88,5914393.62,2004,1,"winter","10.119999999999999","3.9500000000000002","3.3999999999999999"
"GROO.20040219",20040219,"2/19/2004",5160,5162,49,"GROO","ED",777011.88,5914393.62,2004,2,"winter","3.0600000000000001","4.3700000000000001","NA"
"GROO.20040303",20040303,"38049",5173,5175,62,"GROO","ED",777011.88,5914393.62,2004,3,"spring","7.7599999999999998","3.6899999999999999","2.7599999999999998"
"GROO.20040317",20040317,"3/17/2004",5187,5189,76,"GROO","ED",777011.88,5914393.62,2004,3,"spring","11.130000000000001","8.6799999999999997","4"
"GROO.20040330",20040330,"3/30/2004",5200,5202,89,"GROO","ED",777011.88,5914393.62,2004,3,"spring","10.970000000000001","7.9100000000000001","4.2400000000000002"
"GROO.20040415",20040415,"4/15/2004",5216,5218,105,"GROO","ED",777011.88,5914393.62,2004,4,"spring","11.24","11.039999999999999","5.5"
"GROO.20040428",20040428,"4/28/2004",5229,5231,118,"GROO","ED",777011.88,5914393.62,2004,4,"spring","14.4","14.31","7.1200000000000001"
"GROO.20040517",20040517,"5/17/2004",5248,5250,137,"GROO","ED",777011.88,5914393.62,2004,5,"spring","13.17","17.690000000000001","5.9199999999999999"
"GROO.20040527",20040527,"5/27/2004",5258,5260,147,"GROO","ED",777011.88,5914393.62,2004,5,"spring","15.6","12.369999999999999","11"
"GROO.20040617",20040617,"6/17/2004",5279,5281,168,"GROO","ED",777011.88,5914393.62,2004,6,"summer","19.289999999999999","16.239999999999998","10.199999999999999"
"GROO.20040628",20040628,"6/28/2004",5290,5292,179,"GROO","ED",777011.88,5914393.62,2004,6,"summer","18.789999999999999","17.420000000000002","13.6"
"GROO.20040713",20040713,"7/13/2004",5305,5307,194,"GROO","ED",777011.88,5914393.62,2004,7,"summer","18.600000000000001","15.119999999999999","14.6"
"GROO.20040727",20040727,"7/27/2004",5319,5321,208,"GROO","ED",777011.88,5914393.62,2004,7,"summer","14.1","17.890000000000001","11.4"
"GROO.20040812",20040812,"38329",5335,5337,224,"GROO","ED",777011.88,5914393.62,2004,8,"summer","NA","NA","NA"
"GROO.20040824",20040824,"8/24/2004",5347,5349,236,"GROO","ED",777011.88,5914393.62,2004,8,"summer","17.739999999999998","16.98","8.9399999999999995"
"GROO.20040909",20040909,"38239",5363,5365,252,"GROO","ED",777011.88,5914393.62,2004,9,"autumn","16.199999999999999","17.420000000000002","6.8399999999999999"
"GROO.20040923",20040923,"9/23/2004",5377,5379,266,"GROO","ED",777011.88,5914393.62,2004,9,"autumn","20.879999999999999","12.279999999999999","5.5999999999999996"
"GROO.20041021",20041021,"10/21/2004",5405,5407,294,"GROO","ED",777011.88,5914393.62,2004,10,"autumn","19.579999999999998","9.9499999999999993","3.2000000000000002"
"GROO.20041022",20041022,"10/22/2004",5406,5408,295,"GROO","ED",777011.88,5914393.62,2004,10,"autumn","NA","NA","NA"
"GROO.20041110",20041110,"38271",5425,5427,314,"GROO","ED",777011.88,5914393.62,2004,11,"autumn","15.18","7.3799999999999999","4.6600000000000001"
"GROO.20041207",20041207,"38180",5452,5454,341,"GROO","ED",777011.88,5914393.62,2004,12,"winter","9.9600000000000009","5.1799999999999997","2.6600000000000001"
"GROO.20050121",20050121,"1/21/2005",5497,5499,20,"GROO","ED",777011.88,5914393.62,2005,1,"winter","16.420000000000002","4.2599999999999998","5.46"
"GROO.20050221",20050221,"2/21/2005",5528,5530,51,"GROO","ED",777011.88,5914393.62,2005,2,"winter","5.54","2.3199999999999998","NA"
"GROO.20050308",20050308,"38567",5543,5545,66,"GROO","ED",777011.88,5914393.62,2005,3,"spring","9.4900000000000002","0.92000000000000004","2.9399999999999999"
"GROO.20050321",20050321,"3/21/2005",5556,5558,79,"GROO","ED",777011.88,5914393.62,2005,3,"spring","8.8699999999999992","6.4500000000000002","3.9199999999999999"
"GROO.20050405",20050405,"38476",5571,5573,94,"GROO","ED",777011.88,5914393.62,2005,4,"spring","12.289999999999999","10.800000000000001","5.1399999999999997"
"GROO.20050419",20050419,"4/19/2005",5585,5587,108,"GROO","ED",777011.88,5914393.62,2005,4,"spring","13.210000000000001","11.4","6.4400000000000004"
"GROO.20050503",20050503,"38416",5599,5601,122,"GROO","ED",777011.88,5914393.62,2005,5,"spring","14.93","15.33","11.199999999999999"
"GROO.20050519",20050519,"5/19/2005",5615,5617,138,"GROO","ED",777011.88,5914393.62,2005,5,"spring","11.94","12.800000000000001","13.800000000000001"
"GROO.20050602",20050602,"38389",5629,5631,152,"GROO","ED",777011.88,5914393.62,2005,6,"summer","15.69","15.1","10.4"
"GROO.20050615",20050615,"6/15/2005",5642,5644,165,"GROO","ED",777011.88,5914393.62,2005,6,"summer","NA","NA","11.6"
"GROO.20050616",20050616,"6/16/2005",5643,5645,166,"GROO","ED",777011.88,5914393.62,2005,6,"summer","16.239999999999998","17.600000000000001","7.4400000000000004"
"GROO.20050630",20050630,"6/30/2005",5657,5659,180,"GROO","ED",777011.88,5914393.62,2005,6,"summer","NA","NA","NA"
"GROO.20050701",20050701,"38359",5658,5660,181,"GROO","ED",777011.88,5914393.62,2005,7,"summer","NA","NA","NA"
"GROO.20050715",20050715,"7/15/2005",5672,5674,195,"GROO","ED",777011.88,5914393.62,2005,7,"summer","19.25","22.699999999999999","NA"
"GROO.20050728",20050728,"7/28/2005",5685,5687,208,"GROO","ED",777011.88,5914393.62,2005,7,"summer","20.100000000000001","18.050000000000001","10.4"
"GROO.20050816",20050816,"8/16/2005",5704,5706,227,"GROO","ED",777011.88,5914393.62,2005,8,"summer","16.18","17.129999999999999","9.2400000000000002"
"GROO.20050830",20050830,"8/30/2005",5718,5720,241,"GROO","ED",777011.88,5914393.62,2005,8,"summer","17.379999999999999","19.16","8.8399999999999999"
"GROO.20050913",20050913,"9/13/2005",5732,5734,255,"GROO","ED",777011.88,5914393.62,2005,9,"autumn","19.34","17.579999999999998","8.6199999999999992"
"GROO.20050927",20050927,"9/27/2005",5746,5748,269,"GROO","ED",777011.88,5914393.62,2005,9,"autumn","20.579999999999998","15.41","6.04"
"GROO.20051027",20051027,"10/27/2005",5776,5778,299,"GROO","ED",777011.88,5914393.62,2005,10,"autumn","19.27","12.210000000000001","6.54"
"GROO.20051114",20051114,"11/14/2005",5794,5796,317,"GROO","ED",777011.88,5914393.62,2005,11,"autumn","19.870000000000001","8.5199999999999996","3.3599999999999999"
"GROO.20051214",20051214,"12/14/2005",5824,5826,347,"GROO","ED",777011.88,5914393.62,2005,12,"winter","11.69","4.8499999999999996","1.78"
"HAMM.19900103",19900103,"32933",0,2,2,"HAMM","OS",559071.11,5723799.39,1990,1,"winter","31.289999999999999","5.7999999999999998","0.59999999999999998"
"HAMM.19900130",19900130,"1/30/1990",27,29,29,"HAMM","OS",559071.11,5723799.39,1990,1,"winter","31.879999999999999","5.7999999999999998","0.72999999999999998"
"HAMM.19900227",19900227,"2/27/1990",55,57,57,"HAMM","OS",559071.11,5723799.39,1990,2,"winter","32.079999999999998","7","1.6000000000000001"
"HAMM.19900326",19900326,"3/26/1990",82,84,84,"HAMM","OS",559071.11,5723799.39,1990,3,"spring","31.98","9.0999999999999996","2.6000000000000001"
"HAMM.19900423",19900423,"4/23/1990",110,112,112,"HAMM","OS",559071.11,5723799.39,1990,4,"spring","31.859999999999999","9.6999999999999993","7.0300000000000002"
"HAMM.19900521",19900521,"5/21/1990",138,140,140,"HAMM","OS",559071.11,5723799.39,1990,5,"spring","32.869999999999997","15.199999999999999","3.7000000000000002"
"HAMM.19900619",19900619,"6/19/1990",167,169,169,"HAMM","OS",559071.11,5723799.39,1990,6,"summer","32.520000000000003","16.699999999999999","2.2000000000000002"
"HAMM.19900717",19900717,"7/17/1990",195,197,197,"HAMM","OS",559071.11,5723799.39,1990,7,"summer","32.539999999999999","18.699999999999999","4.2999999999999998"
"HAMM.19900814",19900814,"8/14/1990",223,225,225,"HAMM","OS",559071.11,5723799.39,1990,8,"summer","32.530000000000001","20.800000000000001","2.5"
"HAMM.19900911",19900911,"33186",251,253,253,"HAMM","OS",559071.11,5723799.39,1990,9,"autumn","32.740000000000002","18.100000000000001","2.1000000000000001"
"HAMM.19901015",19901015,"10/15/1990",285,287,287,"HAMM","OS",559071.11,5723799.39,1990,10,"autumn","33.579999999999998","14.6","1.47"
"HAMM.19901106",19901106,"33035",307,309,309,"HAMM","OS",559071.11,5723799.39,1990,11,"autumn","33.009999999999998","10.9","1"
"HAMM.19901203",19901203,"32944",334,336,336,"HAMM","OS",559071.11,5723799.39,1990,12,"winter","32.960000000000001","7.5","0.69999999999999996"
"HAMM.19910109",19910109,"33482",371,373,8,"HAMM","OS",559071.11,5723799.39,1991,1,"winter","31.899999999999999","5.2999999999999998","0.78000000000000003"
"HAMM.19910205",19910205,"33360",398,400,35,"HAMM","OS",559071.11,5723799.39,1991,2,"winter","31.489999999999998","2","0.83999999999999997"
"HAMM.19910305",19910305,"33361",426,428,63,"HAMM","OS",559071.11,5723799.39,1991,3,"spring","31.719999999999999","3.6000000000000001","0.83999999999999997"
"HAMM.19910403",19910403,"33301",455,457,92,"HAMM","OS",559071.11,5723799.39,1991,4,"spring","31.84","7.9000000000000004","2.8999999999999999"
"HAMM.19910507",19910507,"33424",489,491,126,"HAMM","OS",559071.11,5723799.39,1991,5,"spring","31.260000000000002","9.0999999999999996","39.200000000000003"
"HAMM.19910604",19910604,"33334",517,519,154,"HAMM","OS",559071.11,5723799.39,1991,6,"summer","31.579999999999998","12.699999999999999","3.4399999999999999"
"HAMM.19910702",19910702,"33276",545,547,182,"HAMM","OS",559071.11,5723799.39,1991,7,"summer","31.100000000000001","15.6","3.3799999999999999"
"HAMM.19910730",19910730,"7/30/1991",573,575,210,"HAMM","OS",559071.11,5723799.39,1991,7,"summer","31.809999999999999","20.300000000000001","5.8399999999999999"
"HAMM.19910827",19910827,"8/27/1991",601,603,238,"HAMM","OS",559071.11,5723799.39,1991,8,"summer","32.280000000000001","20.199999999999999","2.7599999999999998"
"HAMM.19910924",19910924,"9/24/1991",629,631,266,"HAMM","OS",559071.11,5723799.39,1991,9,"autumn","32.950000000000003","17.600000000000001","2.98"
"HAMM.19911021",19911021,"10/21/1991",656,658,293,"HAMM","OS",559071.11,5723799.39,1991,10,"autumn","33.289999999999999","13","2.04"
"HAMM.19911120",19911120,"11/20/1991",686,688,323,"HAMM","OS",559071.11,5723799.39,1991,11,"autumn","32.780000000000001","7.9000000000000004","0.76000000000000001"
"HAMM.19911218",19911218,"12/18/1991",714,716,351,"HAMM","OS",559071.11,5723799.39,1991,12,"winter","33.310000000000002","5.2000000000000002","1.1200000000000001"
"HAMM.19920114",19920114,"1/14/1992",741,743,13,"HAMM","OS",559071.11,5723799.39,1992,1,"winter","32.149999999999999","5.2000000000000002","0.52000000000000002"
"HAMM.19920211",19920211,"33910",769,771,41,"HAMM","OS",559071.11,5723799.39,1992,2,"winter","31.59","3.8999999999999999","0.41999999999999998"
"HAMM.19920310",19920310,"33880",797,799,69,"HAMM","OS",559071.11,5723799.39,1992,3,"spring","31.93","6.2999999999999998","0.95999999999999996"
"HAMM.19920407",19920407,"33789",825,827,97,"HAMM","OS",559071.11,5723799.39,1992,4,"spring","30.93","7.5","2.7400000000000002"
"HAMM.19920511",19920511,"33913",859,861,131,"HAMM","OS",559071.11,5723799.39,1992,5,"spring","31.289999999999999","11.800000000000001","1.52"
"HAMM.19920616",19920616,"6/16/1992",895,897,167,"HAMM","OS",559071.11,5723799.39,1992,6,"summer","31.699999999999999","18.5","2.2999999999999998"
"HAMM.19920707",19920707,"33792",916,918,188,"HAMM","OS",559071.11,5723799.39,1992,7,"summer","31.359999999999999","19.899999999999999","11.800000000000001"
"HAMM.19920804",19920804,"33702",944,946,216,"HAMM","OS",559071.11,5723799.39,1992,8,"summer","31.609999999999999","20.199999999999999","7.2400000000000002"
"HAMM.19920907",19920907,"33794",978,980,250,"HAMM","OS",559071.11,5723799.39,1992,9,"autumn","31.800000000000001","16.300000000000001","2.4199999999999999"
"HAMM.19921006",19921006,"33765",1007,1009,279,"HAMM","OS",559071.11,5723799.39,1992,10,"autumn","32.950000000000003","14.800000000000001","1.5600000000000001"
"HAMM.19921103",19921103,"33674",1035,1037,307,"HAMM","OS",559071.11,5723799.39,1992,11,"autumn","32.700000000000003","9.0999999999999996","1.1000000000000001"
"HAMM.19921201",19921201,"33615",1063,1065,335,"HAMM","OS",559071.11,5723799.39,1992,12,"winter","32.149999999999999","8","1.24"
"HAMM.19921222",19921222,"12/22/1992",1084,1086,356,"HAMM","OS",559071.11,5723799.39,1992,12,"winter","31.68","6.4000000000000004","0.56000000000000005"
"HAMM.19930112",19930112,"34304",1105,1107,11,"HAMM","OS",559071.11,5723799.39,1993,1,"winter","31.710000000000001","4.5","0.78000000000000003"
"HAMM.19930209",19930209,"34214",1133,1135,39,"HAMM","OS",559071.11,5723799.39,1993,2,"winter","31.539999999999999","5.4000000000000004","0.81999999999999995"
"HAMM.19930302",19930302,"34003",1154,1156,60,"HAMM","OS",559071.11,5723799.39,1993,3,"spring","31.309999999999999","4.2999999999999998","1.1599999999999999"
"HAMM.19930330",19930330,"3/30/1993",1182,1184,88,"HAMM","OS",559071.11,5723799.39,1993,3,"spring","31.600000000000001","6.7000000000000002","3.6000000000000001"
"HAMM.19930427",19930427,"4/27/1993",1210,1212,116,"HAMM","OS",559071.11,5723799.39,1993,4,"spring","31.699999999999999","11.1","3.1200000000000001"
"HAMM.19930525",19930525,"5/25/1993",1238,1240,144,"HAMM","OS",559071.11,5723799.39,1993,5,"spring","31.469999999999999","15.199999999999999","18.399999999999999"
"HAMM.19930622",19930622,"6/22/1993",1266,1268,172,"HAMM","OS",559071.11,5723799.39,1993,6,"summer","31.91","17.600000000000001","8.3000000000000007"
"HAMM.19930713",19930713,"7/13/1993",1287,1289,193,"HAMM","OS",559071.11,5723799.39,1993,7,"summer","32.280000000000001","18.199999999999999","2.6200000000000001"
"HAMM.19930810",19930810,"34250",1315,1317,221,"HAMM","OS",559071.11,5723799.39,1993,8,"summer","32.259999999999998","18.5","3.7799999999999998"
"HAMM.19930907",19930907,"34159",1343,1345,249,"HAMM","OS",559071.11,5723799.39,1993,9,"autumn","32.229999999999997","16.699999999999999","2.3599999999999999"
"HAMM.19931004",19931004,"34069",1370,1372,276,"HAMM","OS",559071.11,5723799.39,1993,10,"autumn","31.640000000000001","14.4","1.8999999999999999"
"HAMM.19931109",19931109,"34223",1406,1408,312,"HAMM","OS",559071.11,5723799.39,1993,11,"autumn","31.57","9.4000000000000004","1.0600000000000001"
"HAMM.19931208",19931208,"34193",1435,1437,341,"HAMM","OS",559071.11,5723799.39,1993,12,"winter","31.399999999999999","4.9000000000000004","0.64000000000000001"
"HAMM.19940104",19940104,"34425",1462,1464,3,"HAMM","OS",559071.11,5723799.39,1994,1,"winter","30.25","4.9000000000000004","0.64000000000000001"
"HAMM.19940131",19940131,"1/31/1994",1489,1491,30,"HAMM","OS",559071.11,5723799.39,1994,1,"winter","30.260000000000002","5.2999999999999998","0.92000000000000004"
"HAMM.19940301",19940301,"34337",1518,1520,59,"HAMM","OS",559071.11,5723799.39,1994,3,"spring","30.390000000000001","2.7999999999999998","1.04"
"HAMM.19940316",19940316,"3/16/1994",1533,1535,74,"HAMM","OS",559071.11,5723799.39,1994,3,"spring","30.719999999999999","5.7000000000000002","1.3600000000000001"
"HAMM.19940328",19940328,"3/28/1994",1545,1547,86,"HAMM","OS",559071.11,5723799.39,1994,3,"spring","30.399999999999999","7","1.48"
"HAMM.19940419",19940419,"4/19/1994",1567,1569,108,"HAMM","OS",559071.11,5723799.39,1994,4,"spring","29.190000000000001","8.3000000000000007","9.6999999999999993"
"HAMM.19940503",19940503,"34398",1581,1583,122,"HAMM","OS",559071.11,5723799.39,1994,5,"spring","30.399999999999999","11.5","7.2199999999999998"
"HAMM.19940517",19940517,"5/17/1994",1595,1597,136,"HAMM","OS",559071.11,5723799.39,1994,5,"spring","30.530000000000001","14.800000000000001","5.6799999999999997"
"HAMM.19940531",19940531,"5/31/1994",1609,1611,150,"HAMM","OS",559071.11,5723799.39,1994,5,"spring","30.75","14","1"
"HAMM.19940614",19940614,"6/14/1994",1623,1625,164,"HAMM","OS",559071.11,5723799.39,1994,6,"summer","30.440000000000001","14.800000000000001","1.8200000000000001"
"HAMM.19940627",19940627,"6/27/1994",1636,1638,177,"HAMM","OS",559071.11,5723799.39,1994,6,"summer","30.420000000000002","17.399999999999999","7.4000000000000004"
"HAMM.19940711",19940711,"34645",1650,1652,191,"HAMM","OS",559071.11,5723799.39,1994,7,"summer","30.82","19.899999999999999","5.46"
"HAMM.19940803",19940803,"34401",1673,1675,214,"HAMM","OS",559071.11,5723799.39,1994,8,"summer","31.329999999999998","22.399999999999999","6.6399999999999997"
"HAMM.19940816",19940816,"8/16/1994",1686,1688,227,"HAMM","OS",559071.11,5723799.39,1994,8,"summer","31.489999999999998","19.600000000000001","10.6"
"HAMM.19940830",19940830,"8/30/1994",1700,1702,241,"HAMM","OS",559071.11,5723799.39,1994,8,"summer","31.739999999999998","18.800000000000001","NA"
"HAMM.19940913",19940913,"9/13/1994",1714,1716,255,"HAMM","OS",559071.11,5723799.39,1994,9,"autumn","32.159999999999997","16.399999999999999","4.0599999999999996"
"HAMM.19940928",19940928,"9/28/1994",1729,1731,270,"HAMM","OS",559071.11,5723799.39,1994,9,"autumn","31.239999999999998","15","4.3200000000000003"
"HAMM.19941024",19941024,"10/24/1994",1755,1757,296,"HAMM","OS",559071.11,5723799.39,1994,10,"autumn","31.280000000000001","11.800000000000001","1.9199999999999999"
"HAMM.19941123",19941123,"11/23/1994",1785,1787,326,"HAMM","OS",559071.11,5723799.39,1994,11,"autumn","31.289999999999999","11","0.73999999999999999"
"HAMM.19941213",19941213,"12/13/1994",1805,1807,346,"HAMM","OS",559071.11,5723799.39,1994,12,"winter","32.280000000000001","9.5","0.54000000000000004"
"HAMM.19950105",19950105,"34820",1828,1830,4,"HAMM","OS",559071.11,5723799.39,1995,1,"winter","30.649999999999999","5.7000000000000002","0.64000000000000001"
"HAMM.19950130",19950130,"1/30/1995",1853,1855,29,"HAMM","OS",559071.11,5723799.39,1995,1,"winter","29.379999999999999","5.5","0.64000000000000001"
"HAMM.19950220",19950220,"2/20/1995",1874,1876,50,"HAMM","OS",559071.11,5723799.39,1995,2,"winter","29.52","6.7999999999999998","1.1200000000000001"
"HAMM.19950313",19950313,"3/13/1995",1895,1897,71,"HAMM","OS",559071.11,5723799.39,1995,3,"spring","30.16","6.7000000000000002","1.1799999999999999"
"HAMM.19950327",19950327,"3/27/1995",1909,1911,85,"HAMM","OS",559071.11,5723799.39,1995,3,"spring","30.07","7.5","2.02"
"HAMM.19950411",19950411,"35007",1924,1926,100,"HAMM","OS",559071.11,5723799.39,1995,4,"spring","29.370000000000001","8.6999999999999993","5.7599999999999998"
"HAMM.19950426",19950426,"4/26/1995",1939,1941,115,"HAMM","OS",559071.11,5723799.39,1995,4,"spring","28.93","10","23.300000000000001"
"HAMM.19950510",19950510,"34977",1953,1955,129,"HAMM","OS",559071.11,5723799.39,1995,5,"spring","28.98","12.9","9.6999999999999993"
"HAMM.19950523",19950523,"5/23/1995",1966,1968,142,"HAMM","OS",559071.11,5723799.39,1995,5,"spring","29.030000000000001","12.699999999999999","20.600000000000001"
"HAMM.19950608",19950608,"34917",1982,1984,158,"HAMM","OS",559071.11,5723799.39,1995,6,"summer","30.23","14.9","7.5999999999999996"
"HAMM.19950620",19950620,"6/20/1995",1994,1996,170,"HAMM","OS",559071.11,5723799.39,1995,6,"summer","29.079999999999998","15.199999999999999","2.6400000000000001"
"HAMM.19950704",19950704,"34796",2008,2010,184,"HAMM","OS",559071.11,5723799.39,1995,7,"summer","28.989999999999998","18.100000000000001","3.2799999999999998"
"HAMM.19950719",19950719,"7/19/1995",2023,2025,199,"HAMM","OS",559071.11,5723799.39,1995,7,"summer","29.149999999999999","20.199999999999999","2"
"HAMM.19950802",19950802,"34738",2037,2039,213,"HAMM","OS",559071.11,5723799.39,1995,8,"summer","29.670000000000002","22","8.0999999999999996"
"HAMM.19950814",19950814,"8/14/1995",2049,2051,225,"HAMM","OS",559071.11,5723799.39,1995,8,"summer","29.789999999999999","21.800000000000001","7.0999999999999996"
"HAMM.19950829",19950829,"8/29/1995",2064,2066,240,"HAMM","OS",559071.11,5723799.39,1995,8,"summer","29.969999999999999","20.100000000000001","3.6000000000000001"
"HAMM.19950911",19950911,"35012",2077,2079,253,"HAMM","OS",559071.11,5723799.39,1995,9,"autumn","29.66","17.600000000000001","2.7799999999999998"
"HAMM.19950925",19950925,"9/25/1995",2091,2093,267,"HAMM","OS",559071.11,5723799.39,1995,9,"autumn","29.98","16.600000000000001","3.3399999999999999"
"HAMM.19951009",19951009,"34952",2105,2107,281,"HAMM","OS",559071.11,5723799.39,1995,10,"autumn","29.809999999999999","15.300000000000001","3.5600000000000001"
"HAMM.19951106",19951106,"34861",2133,2135,309,"HAMM","OS",559071.11,5723799.39,1995,11,"autumn","30.48","11.4","2.5"
"HAMM.19951204",19951204,"34801",2161,2163,337,"HAMM","OS",559071.11,5723799.39,1995,12,"winter","30.609999999999999","7.7999999999999998","0.78000000000000003"
"HAMM.19960115",19960115,"1/15/1996",2203,2205,14,"HAMM","OS",559071.11,5723799.39,1996,1,"winter","31.300000000000001","3","0.56000000000000005"
"HAMM.19960213",19960213,"2/13/1996",2232,2234,43,"HAMM","OS",559071.11,5723799.39,1996,2,"winter","31.559999999999999","0.10000000000000001","1.4399999999999999"
"HAMM.19960227",19960227,"2/27/1996",2246,2248,57,"HAMM","OS",559071.11,5723799.39,1996,2,"winter","31.199999999999999","1.8","1.8400000000000001"
"HAMM.19960312",19960312,"35402",2260,2262,71,"HAMM","OS",559071.11,5723799.39,1996,3,"spring","31.039999999999999","2.5","6.7400000000000002"
"HAMM.19960326",19960326,"3/26/1996",2274,2276,85,"HAMM","OS",559071.11,5723799.39,1996,3,"spring","32.880000000000003","3.6000000000000001","8.1999999999999993"
"HAMM.19960415",19960415,"4/15/1996",2294,2296,105,"HAMM","OS",559071.11,5723799.39,1996,4,"spring","30.739999999999998","6.0999999999999996","6.7199999999999998"
"HAMM.19960423",19960423,"4/23/1996",2302,2304,113,"HAMM","OS",559071.11,5723799.39,1996,4,"spring","32.909999999999997","8.5999999999999996","5.6399999999999997"
"HAMM.19960522",19960522,"5/22/1996",2331,2333,142,"HAMM","OS",559071.11,5723799.39,1996,5,"spring","32.740000000000002","10.800000000000001","2.46"
"HAMM.19960529",19960529,"5/29/1996",2338,2340,149,"HAMM","OS",559071.11,5723799.39,1996,5,"spring","31.43","12.1","5.0599999999999996"
"HAMM.19960611",19960611,"35375",2351,2353,162,"HAMM","OS",559071.11,5723799.39,1996,6,"summer","31.43","16.399999999999999","0.59999999999999998"
"HAMM.19960626",19960626,"6/26/1996",2366,2368,177,"HAMM","OS",559071.11,5723799.39,1996,6,"summer","31.460000000000001","15.9","1.04"
"HAMM.19960715",19960715,"7/15/1996",2385,2387,196,"HAMM","OS",559071.11,5723799.39,1996,7,"summer","31.609999999999999","17.399999999999999","2.2400000000000002"
"HAMM.19960730",19960730,"7/30/1996",2400,2402,211,"HAMM","OS",559071.11,5723799.39,1996,7,"summer","31.25","18.800000000000001","3.4399999999999999"
"HAMM.19960814",19960814,"8/14/1996",2415,2417,226,"HAMM","OS",559071.11,5723799.39,1996,8,"summer","31.52","18.899999999999999","2.2000000000000002"
"HAMM.19960826",19960826,"8/26/1996",2427,2429,238,"HAMM","OS",559071.11,5723799.39,1996,8,"summer","31.899999999999999","19.100000000000001","2.52"
"HAMM.19960909",19960909,"35317",2441,2443,252,"HAMM","OS",559071.11,5723799.39,1996,9,"autumn","31.739999999999998","17.800000000000001","2.5800000000000001"
"HAMM.19960923",19960923,"9/23/1996",2455,2457,266,"HAMM","OS",559071.11,5723799.39,1996,9,"autumn","31.34","14.199999999999999","3.98"
"HAMM.19961015",19961015,"10/15/1996",2477,2479,288,"HAMM","OS",559071.11,5723799.39,1996,10,"autumn","31.550000000000001","13.9","1.22"
"HAMM.19961111",19961111,"35380",2504,2506,315,"HAMM","OS",559071.11,5723799.39,1996,11,"autumn","31.82","10.699999999999999","0.88"
"HAMM.19961203",19961203,"35136",2526,2528,337,"HAMM","OS",559071.11,5723799.39,1996,12,"winter","31.920000000000002","6.5","0.69999999999999996"
"HAMM.19970114",19970114,"1/14/1997",2568,2570,13,"HAMM","OS",559071.11,5723799.39,1997,1,"winter","NA","NA","NA"
"HAMM.19970204",19970204,"35522",2589,2591,34,"HAMM","OS",559071.11,5723799.39,1997,2,"winter","32.409999999999997","2.0499999999999998","1.2"
"HAMM.19970225",19970225,"2/25/1997",2610,2612,55,"HAMM","OS",559071.11,5723799.39,1997,2,"winter","31.579999999999998","5.3899999999999997","3.6000000000000001"
"HAMM.19970311",19970311,"35737",2624,2626,69,"HAMM","OS",559071.11,5723799.39,1997,3,"spring","31.899999999999999","7.21","1.9199999999999999"
"HAMM.19970324",19970324,"3/24/1997",2637,2639,82,"HAMM","OS",559071.11,5723799.39,1997,3,"spring","32.090000000000003","7.7599999999999998","2.8999999999999999"
"HAMM.19970408",19970408,"35646",2652,2654,97,"HAMM","OS",559071.11,5723799.39,1997,4,"spring","32.409999999999997","8.8300000000000001","6.5800000000000001"
"HAMM.19970422",19970422,"4/22/1997",2666,2668,111,"HAMM","OS",559071.11,5723799.39,1997,4,"spring","31.960000000000001","9.0899999999999999","18.640000000000001"
"HAMM.19970513",19970513,"5/13/1997",2687,2689,132,"HAMM","OS",559071.11,5723799.39,1997,5,"spring","31.789999999999999","11.550000000000001","1.1599999999999999"
"HAMM.19970527",19970527,"5/27/1997",2701,2703,146,"HAMM","OS",559071.11,5723799.39,1997,5,"spring","31.91","13.9","3.7799999999999998"
"HAMM.19970609",19970609,"35679",2714,2716,159,"HAMM","OS",559071.11,5723799.39,1997,6,"summer","31.420000000000002","16.640000000000001","NA"
"HAMM.19970610",19970610,"35709",2715,2717,160,"HAMM","OS",559071.11,5723799.39,1997,6,"summer","NA","NA","5.8200000000000003"
"HAMM.19970623",19970623,"6/23/1997",2728,2730,173,"HAMM","OS",559071.11,5723799.39,1997,6,"summer","31.469999999999999","16.870000000000001","2.04"
"HAMM.19970708",19970708,"35649",2743,2745,188,"HAMM","OS",559071.11,5723799.39,1997,7,"summer","31.300000000000001","17.5","2.6200000000000001"
"HAMM.19970715",19970715,"7/15/1997",2750,2752,195,"HAMM","OS",559071.11,5723799.39,1997,7,"summer","31.460000000000001","19.059999999999999","NA"
"HAMM.19970729",19970729,"7/29/1997",2764,2766,209,"HAMM","OS",559071.11,5723799.39,1997,7,"summer","31.379999999999999","19.48","3.1200000000000001"
"HAMM.19970820",19970820,"8/20/1997",2786,2788,231,"HAMM","OS",559071.11,5723799.39,1997,8,"summer","31.5","22.460000000000001","5.3799999999999999"
"HAMM.19970902",19970902,"35470",2799,2801,244,"HAMM","OS",559071.11,5723799.39,1997,9,"autumn","31.84","20.739999999999998","4.7400000000000002"
"HAMM.19970916",19970916,"9/16/1997",2813,2815,258,"HAMM","OS",559071.11,5723799.39,1997,9,"autumn","32.119999999999997","17.59","1.74"
